MHC_Class,Proportion,Replicate,Depth,Variant,Metric,Value
MHC_Class_II,0.1,6,81.01124999999999,SNP,F1,0.9888790000000001
MHC_Class_III,0.1,4,20.567536231884052,INDEL,Recall,0.9512200000000001
MHC_Class_III,0.1,4,20.567536231884052,INDEL,Precision,0.951807
MHC_Class_III,0.1,4,20.567536231884052,INDEL,F1,0.9515129999999999
MHC_Class_III,0.1,4,20.567536231884052,SNP,Recall,1.0
MHC_Class_III,0.1,4,20.567536231884052,SNP,Precision,0.996094
MHC_Class_III,0.1,4,20.567536231884052,SNP,F1,0.998043
MHC_Class_I,0.1,4,82.015,INDEL,Recall,0.8620690000000001
MHC_Class_I,0.1,4,82.015,INDEL,Precision,0.9629629999999999
MHC_Class_I,0.1,4,82.015,INDEL,F1,0.9097270000000001
MHC_Class_I,0.1,4,82.015,SNP,Recall,0.9930559999999999
MHC_Class_I,0.1,4,82.015,SNP,Precision,1.0
MHC_Class_I,0.1,4,82.015,SNP,F1,0.996516
MHC_Class_II,0.1,4,81.55125,INDEL,Recall,1.0
MHC_Class_II,0.1,4,81.55125,INDEL,Precision,1.0
MHC_Class_II,0.1,4,81.55125,INDEL,F1,1.0
MHC_Class_II,0.1,4,81.55125,SNP,Recall,0.993584
MHC_Class_II,0.1,4,81.55125,SNP,Precision,1.0
MHC_Class_II,0.1,4,81.55125,SNP,F1,0.996782
MHC_Class_II,0.1,3,81.96624999999999,INDEL,Recall,1.0
MHC_Class_II,0.1,3,81.96624999999999,INDEL,Precision,1.0
MHC_Class_II,0.1,3,81.96624999999999,INDEL,F1,1.0
MHC_Class_II,0.1,3,81.96624999999999,SNP,Recall,0.982585
MHC_Class_II,0.1,3,81.96624999999999,SNP,Precision,1.0
MHC_Class_II,0.1,3,81.96624999999999,SNP,F1,0.991216
MHC_Class_I,0.1,3,84.92166666666668,INDEL,Recall,0.931034
MHC_Class_I,0.1,3,84.92166666666668,INDEL,Precision,1.0
MHC_Class_I,0.1,3,84.92166666666668,INDEL,F1,0.9642860000000001
MHC_Class_I,0.1,3,84.92166666666668,SNP,Recall,1.0
MHC_Class_I,0.1,3,84.92166666666668,SNP,Precision,1.0
MHC_Class_I,0.1,3,84.92166666666668,SNP,F1,1.0
MHC_Class_III,0.1,3,21.062463768115943,INDEL,Recall,0.9512200000000001
MHC_Class_III,0.1,3,21.062463768115943,INDEL,Precision,0.9634149999999999
MHC_Class_III,0.1,3,21.062463768115943,INDEL,F1,0.9572780000000001
MHC_Class_III,0.1,3,21.062463768115943,SNP,Recall,0.994771
MHC_Class_III,0.1,3,21.062463768115943,SNP,Precision,0.9934729999999999
MHC_Class_III,0.1,3,21.062463768115943,SNP,F1,0.9941209999999999
MHC_Class_II,0.1,9,83.00999999999999,INDEL,Recall,1.0
MHC_Class_II,0.1,9,83.00999999999999,INDEL,Precision,1.0
MHC_Class_II,0.1,9,83.00999999999999,INDEL,F1,1.0
MHC_Class_II,0.1,9,83.00999999999999,SNP,Recall,0.992667
MHC_Class_II,0.1,9,83.00999999999999,SNP,Precision,1.0
MHC_Class_II,0.1,9,83.00999999999999,SNP,F1,0.9963200000000001
MHC_Class_I,0.1,9,82.57000000000001,INDEL,Recall,0.931034
MHC_Class_I,0.1,9,82.57000000000001,INDEL,Precision,1.0
MHC_Class_I,0.1,9,82.57000000000001,INDEL,F1,0.9642860000000001
MHC_Class_I,0.1,9,82.57000000000001,SNP,Recall,1.0
MHC_Class_I,0.1,9,82.57000000000001,SNP,Precision,1.0
MHC_Class_I,0.1,9,82.57000000000001,SNP,F1,1.0
MHC_Class_III,0.1,9,20.976956521739137,INDEL,Recall,0.9634149999999999
MHC_Class_III,0.1,9,20.976956521739137,INDEL,Precision,0.9638549999999999
MHC_Class_III,0.1,9,20.976956521739137,INDEL,F1,0.963635
MHC_Class_III,0.1,9,20.976956521739137,SNP,Recall,0.994771
MHC_Class_III,0.1,9,20.976956521739137,SNP,Precision,0.9986879999999999
MHC_Class_III,0.1,9,20.976956521739137,SNP,F1,0.996726
MHC_Class_II,0.1,7,82.39375000000001,INDEL,Recall,1.0
MHC_Class_II,0.1,7,82.39375000000001,INDEL,Precision,1.0
MHC_Class_II,0.1,7,82.39375000000001,INDEL,F1,1.0
MHC_Class_II,0.1,7,82.39375000000001,SNP,Recall,0.989001
MHC_Class_II,0.1,7,82.39375000000001,SNP,Precision,1.0
MHC_Class_II,0.1,7,82.39375000000001,SNP,F1,0.9944700000000001
MHC_Class_III,0.1,7,20.31115942028985,INDEL,Recall,0.9512200000000001
MHC_Class_III,0.1,7,20.31115942028985,INDEL,Precision,0.951807
MHC_Class_III,0.1,7,20.31115942028985,INDEL,F1,0.9515129999999999
MHC_Class_III,0.1,7,20.31115942028985,SNP,Recall,0.996078
MHC_Class_III,0.1,7,20.31115942028985,SNP,Precision,0.997382
MHC_Class_III,0.1,7,20.31115942028985,SNP,F1,0.9967299999999999
MHC_Class_I,0.1,7,84.60166666666667,INDEL,Recall,0.931034
MHC_Class_I,0.1,7,84.60166666666667,INDEL,Precision,1.0
MHC_Class_I,0.1,7,84.60166666666667,INDEL,F1,0.9642860000000001
MHC_Class_I,0.1,7,84.60166666666667,SNP,Recall,1.0
MHC_Class_I,0.1,7,84.60166666666667,SNP,Precision,1.0
MHC_Class_I,0.1,7,84.60166666666667,SNP,F1,1.0
MHC_Class_III,0.1,0,21.003188405797104,INDEL,Recall,0.939024
MHC_Class_III,0.1,0,21.003188405797104,INDEL,Precision,0.939759
MHC_Class_III,0.1,0,21.003188405797104,INDEL,F1,0.939392
MHC_Class_III,0.1,0,21.003188405797104,SNP,Recall,0.998693
MHC_Class_III,0.1,0,21.003188405797104,SNP,Precision,1.0
MHC_Class_III,0.1,0,21.003188405797104,SNP,F1,0.999346
MHC_Class_I,0.1,0,85.16833333333334,INDEL,Recall,0.931034
MHC_Class_I,0.1,0,85.16833333333334,INDEL,Precision,1.0
MHC_Class_I,0.1,0,85.16833333333334,INDEL,F1,0.9642860000000001
MHC_Class_I,0.1,0,85.16833333333334,SNP,Recall,1.0
MHC_Class_I,0.1,0,85.16833333333334,SNP,Precision,1.0
MHC_Class_I,0.1,0,85.16833333333334,SNP,F1,1.0
MHC_Class_II,0.1,0,79.26874999999998,INDEL,Recall,0.984848
MHC_Class_II,0.1,0,79.26874999999998,INDEL,Precision,0.984848
MHC_Class_II,0.1,0,79.26874999999998,INDEL,F1,0.984848
MHC_Class_II,0.1,0,79.26874999999998,SNP,Recall,0.981668
MHC_Class_II,0.1,0,79.26874999999998,SNP,Precision,0.9844040000000001
MHC_Class_II,0.1,0,79.26874999999998,SNP,F1,0.983034
MHC_Class_III,0.005,2,1.1339130434782603,INDEL,Recall,0.15853699999999998
MHC_Class_III,0.005,2,1.1339130434782603,INDEL,Precision,0.9285709999999999
MHC_Class_III,0.005,2,1.1339130434782603,INDEL,F1,0.270833
MHC_Class_III,0.005,2,1.1339130434782603,SNP,Recall,0.20784299999999997
MHC_Class_III,0.005,2,1.1339130434782603,SNP,Precision,0.919075
MHC_Class_III,0.005,2,1.1339130434782603,SNP,F1,0.339019
MHC_Class_II,0.005,2,3.90875,INDEL,Recall,0.69697
MHC_Class_II,0.005,2,3.90875,INDEL,Precision,0.938776
MHC_Class_II,0.005,2,3.90875,INDEL,F1,0.8
MHC_Class_II,0.005,2,3.90875,SNP,Recall,0.522456
MHC_Class_II,0.005,2,3.90875,SNP,Precision,0.8424149999999999
MHC_Class_II,0.005,2,3.90875,SNP,F1,0.644933
MHC_Class_I,0.005,2,4.283333333333334,INDEL,Recall,0.62069
MHC_Class_I,0.005,2,4.283333333333334,INDEL,Precision,0.947368
MHC_Class_I,0.005,2,4.283333333333334,INDEL,F1,0.75
MHC_Class_I,0.005,2,4.283333333333334,SNP,Recall,0.706597
MHC_Class_I,0.005,2,4.283333333333334,SNP,Precision,0.9667459999999999
MHC_Class_I,0.005,2,4.283333333333334,SNP,F1,0.816449
MHC_Class_II,0.005,8,4.4312499999999995,INDEL,Recall,0.393939
MHC_Class_II,0.005,8,4.4312499999999995,INDEL,Precision,0.8387100000000001
MHC_Class_II,0.005,8,4.4312499999999995,INDEL,F1,0.536082
MHC_Class_II,0.005,8,4.4312499999999995,SNP,Recall,0.486709
MHC_Class_II,0.005,8,4.4312499999999995,SNP,Precision,0.8733549999999999
MHC_Class_II,0.005,8,4.4312499999999995,SNP,F1,0.625074
MHC_Class_I,0.005,8,3.39,INDEL,Recall,0.62069
MHC_Class_I,0.005,8,3.39,INDEL,Precision,0.857143
MHC_Class_I,0.005,8,3.39,INDEL,F1,0.72
MHC_Class_I,0.005,8,3.39,SNP,Recall,0.631944
MHC_Class_I,0.005,8,3.39,SNP,Precision,0.91
MHC_Class_I,0.005,8,3.39,SNP,F1,0.7459020000000001
MHC_Class_III,0.005,8,1.1431884057971016,INDEL,Recall,0.13414600000000002
MHC_Class_III,0.005,8,1.1431884057971016,INDEL,Precision,0.916667
MHC_Class_III,0.005,8,1.1431884057971016,INDEL,F1,0.23404299999999997
MHC_Class_III,0.005,8,1.1431884057971016,SNP,Recall,0.12418299999999999
MHC_Class_III,0.005,8,1.1431884057971016,SNP,Precision,0.833333
MHC_Class_III,0.005,8,1.1431884057971016,SNP,F1,0.216155
MHC_Class_I,0.005,5,3.5216666666666665,INDEL,Recall,0.448276
MHC_Class_I,0.005,5,3.5216666666666665,INDEL,Precision,0.866667
MHC_Class_I,0.005,5,3.5216666666666665,INDEL,F1,0.590909
MHC_Class_I,0.005,5,3.5216666666666665,SNP,Recall,0.630208
MHC_Class_I,0.005,5,3.5216666666666665,SNP,Precision,0.92132
MHC_Class_I,0.005,5,3.5216666666666665,SNP,F1,0.748454
MHC_Class_II,0.005,5,4.257499999999999,INDEL,Recall,0.348485
MHC_Class_II,0.005,5,4.257499999999999,INDEL,Precision,0.793103
MHC_Class_II,0.005,5,4.257499999999999,INDEL,F1,0.48421099999999995
MHC_Class_II,0.005,5,4.257499999999999,SNP,Recall,0.417049
MHC_Class_II,0.005,5,4.257499999999999,SNP,Precision,0.861742
MHC_Class_II,0.005,5,4.257499999999999,SNP,F1,0.562075
MHC_Class_III,0.005,5,0.8998550724637685,INDEL,Recall,0.170732
MHC_Class_III,0.005,5,0.8998550724637685,INDEL,Precision,0.875
MHC_Class_III,0.005,5,0.8998550724637685,INDEL,F1,0.28571399999999997
MHC_Class_III,0.005,5,0.8998550724637685,SNP,Recall,0.22745100000000001
MHC_Class_III,0.005,5,0.8998550724637685,SNP,Precision,0.940541
MHC_Class_III,0.005,5,0.8998550724637685,SNP,F1,0.366316
MHC_Class_II,0.005,1,4.151249999999999,INDEL,Recall,0.515152
MHC_Class_II,0.005,1,4.151249999999999,INDEL,Precision,0.7906979999999999
MHC_Class_II,0.005,1,4.151249999999999,INDEL,F1,0.623853
MHC_Class_II,0.005,1,4.151249999999999,SNP,Recall,0.380385
MHC_Class_II,0.005,1,4.151249999999999,SNP,Precision,0.741071
MHC_Class_II,0.005,1,4.151249999999999,SNP,F1,0.502726
MHC_Class_III,0.005,1,1.0305797101449274,INDEL,Recall,0.13414600000000002
MHC_Class_III,0.005,1,1.0305797101449274,INDEL,Precision,0.785714
MHC_Class_III,0.005,1,1.0305797101449274,INDEL,F1,0.229167
MHC_Class_III,0.005,1,1.0305797101449274,SNP,Recall,0.146405
MHC_Class_III,0.005,1,1.0305797101449274,SNP,Precision,0.868217
MHC_Class_III,0.005,1,1.0305797101449274,SNP,F1,0.25055900000000003
MHC_Class_I,0.005,1,5.286666666666666,INDEL,Recall,0.793103
MHC_Class_I,0.005,1,5.286666666666666,INDEL,Precision,1.0
MHC_Class_I,0.005,1,5.286666666666666,INDEL,F1,0.8846149999999999
MHC_Class_I,0.005,1,5.286666666666666,SNP,Recall,0.805556
MHC_Class_I,0.005,1,5.286666666666666,SNP,Precision,0.9606629999999999
MHC_Class_I,0.005,1,5.286666666666666,SNP,F1,0.8762979999999999
MHC_Class_I,0.005,6,4.3933333333333335,INDEL,Recall,0.7241380000000001
MHC_Class_I,0.005,6,4.3933333333333335,INDEL,Precision,0.9545450000000001
MHC_Class_I,0.005,6,4.3933333333333335,INDEL,F1,0.8235290000000001
MHC_Class_I,0.005,6,4.3933333333333335,SNP,Recall,0.784722
MHC_Class_I,0.005,6,4.3933333333333335,SNP,Precision,0.974138
MHC_Class_I,0.005,6,4.3933333333333335,SNP,F1,0.869231
MHC_Class_II,0.005,6,3.9675000000000002,INDEL,Recall,0.575758
MHC_Class_II,0.005,6,3.9675000000000002,INDEL,Precision,0.8636360000000001
MHC_Class_II,0.005,6,3.9675000000000002,INDEL,F1,0.690909
MHC_Class_II,0.005,6,3.9675000000000002,SNP,Recall,0.594867
MHC_Class_II,0.005,6,3.9675000000000002,SNP,Precision,0.9297989999999999
MHC_Class_II,0.005,6,3.9675000000000002,SNP,F1,0.725545
MHC_Class_III,0.005,6,1.0828985507246378,INDEL,Recall,0.15853699999999998
MHC_Class_III,0.005,6,1.0828985507246378,INDEL,Precision,1.0
MHC_Class_III,0.005,6,1.0828985507246378,INDEL,F1,0.27368400000000004
MHC_Class_III,0.005,6,1.0828985507246378,SNP,Recall,0.244444
MHC_Class_III,0.005,6,1.0828985507246378,SNP,Precision,0.925743
MHC_Class_III,0.005,6,1.0828985507246378,SNP,F1,0.386763
MHC_Class_I,0.005,4,3.7066666666666666,INDEL,Recall,0.551724
MHC_Class_I,0.005,4,3.7066666666666666,INDEL,Precision,0.8421049999999999
MHC_Class_I,0.005,4,3.7066666666666666,INDEL,F1,0.666667
MHC_Class_I,0.005,4,3.7066666666666666,SNP,Recall,0.642361
MHC_Class_I,0.005,4,3.7066666666666666,SNP,Precision,0.874704
MHC_Class_I,0.005,4,3.7066666666666666,SNP,F1,0.740741
MHC_Class_II,0.005,4,4.09375,INDEL,Recall,0.621212
MHC_Class_II,0.005,4,4.09375,INDEL,Precision,0.931818
MHC_Class_II,0.005,4,4.09375,INDEL,F1,0.745455
MHC_Class_II,0.005,4,4.09375,SNP,Recall,0.5389550000000001
MHC_Class_II,0.005,4,4.09375,SNP,Precision,0.929134
MHC_Class_II,0.005,4,4.09375,SNP,F1,0.682195
MHC_Class_III,0.005,4,0.9378260869565218,INDEL,Recall,0.170732
MHC_Class_III,0.005,4,0.9378260869565218,INDEL,Precision,1.0
MHC_Class_III,0.005,4,0.9378260869565218,INDEL,F1,0.291667
MHC_Class_III,0.005,4,0.9378260869565218,SNP,Recall,0.17385599999999998
MHC_Class_III,0.005,4,0.9378260869565218,SNP,Precision,0.9637680000000001
MHC_Class_III,0.005,4,0.9378260869565218,SNP,F1,0.294574
MHC_Class_III,0.005,9,1.1276811594202898,INDEL,Recall,0.182927
MHC_Class_III,0.005,9,1.1276811594202898,INDEL,Precision,0.8888889999999999
MHC_Class_III,0.005,9,1.1276811594202898,INDEL,F1,0.303413
MHC_Class_III,0.005,9,1.1276811594202898,SNP,Recall,0.270588
MHC_Class_III,0.005,9,1.1276811594202898,SNP,Precision,0.953917
MHC_Class_III,0.005,9,1.1276811594202898,SNP,F1,0.42158900000000005
MHC_Class_I,0.005,9,4.294999999999999,INDEL,Recall,0.5862069999999999
MHC_Class_I,0.005,9,4.294999999999999,INDEL,Precision,0.772727
MHC_Class_I,0.005,9,4.294999999999999,INDEL,F1,0.666667
MHC_Class_I,0.005,9,4.294999999999999,SNP,Recall,0.675347
MHC_Class_I,0.005,9,4.294999999999999,SNP,Precision,0.8020619999999999
MHC_Class_I,0.005,9,4.294999999999999,SNP,F1,0.73327
MHC_Class_II,0.005,9,4.00125,INDEL,Recall,0.712121
MHC_Class_II,0.005,9,4.00125,INDEL,Precision,0.9038459999999999
MHC_Class_II,0.005,9,4.00125,INDEL,F1,0.79661
MHC_Class_II,0.005,9,4.00125,SNP,Recall,0.615949
MHC_Class_II,0.005,9,4.00125,SNP,Precision,0.877604
MHC_Class_II,0.005,9,4.00125,SNP,F1,0.723857
MHC_Class_II,0.005,3,4.32875,INDEL,Recall,0.757576
MHC_Class_II,0.005,3,4.32875,INDEL,Precision,1.0
MHC_Class_II,0.005,3,4.32875,INDEL,F1,0.8620690000000001
MHC_Class_II,0.005,3,4.32875,SNP,Recall,0.715857
MHC_Class_II,0.005,3,4.32875,SNP,Precision,0.98739
MHC_Class_II,0.005,3,4.32875,SNP,F1,0.8299790000000001
MHC_Class_III,0.005,3,1.0726086956521736,INDEL,Recall,0.21951199999999998
MHC_Class_III,0.005,3,1.0726086956521736,INDEL,Precision,0.947368
MHC_Class_III,0.005,3,1.0726086956521736,INDEL,F1,0.35643600000000003
MHC_Class_III,0.005,3,1.0726086956521736,SNP,Recall,0.249673
MHC_Class_III,0.005,3,1.0726086956521736,SNP,Precision,0.9845360000000001
MHC_Class_III,0.005,3,1.0726086956521736,SNP,F1,0.398332
MHC_Class_I,0.005,3,4.2299999999999995,INDEL,Recall,0.689655
MHC_Class_I,0.005,3,4.2299999999999995,INDEL,Precision,0.9523809999999999
MHC_Class_I,0.005,3,4.2299999999999995,INDEL,F1,0.8
MHC_Class_I,0.005,3,4.2299999999999995,SNP,Recall,0.697917
MHC_Class_I,0.005,3,4.2299999999999995,SNP,Precision,0.961722
MHC_Class_I,0.005,3,4.2299999999999995,SNP,F1,0.8088529999999999
MHC_Class_II,0.005,7,4.72,INDEL,Recall,0.787879
MHC_Class_II,0.005,7,4.72,INDEL,Precision,0.9454549999999999
MHC_Class_II,0.005,7,4.72,INDEL,F1,0.859504
MHC_Class_II,0.005,7,4.72,SNP,Recall,0.68286
MHC_Class_II,0.005,7,4.72,SNP,Precision,0.93375
MHC_Class_II,0.005,7,4.72,SNP,F1,0.788836
MHC_Class_III,0.005,7,0.9831884057971013,INDEL,Recall,0.085366
MHC_Class_III,0.005,7,0.9831884057971013,INDEL,Precision,1.0
MHC_Class_III,0.005,7,0.9831884057971013,INDEL,F1,0.157303
MHC_Class_III,0.005,7,0.9831884057971013,SNP,Recall,0.196078
MHC_Class_III,0.005,7,0.9831884057971013,SNP,Precision,0.955414
MHC_Class_III,0.005,7,0.9831884057971013,SNP,F1,0.32538
MHC_Class_I,0.005,7,4.226666666666667,INDEL,Recall,0.689655
MHC_Class_I,0.005,7,4.226666666666667,INDEL,Precision,1.0
MHC_Class_I,0.005,7,4.226666666666667,INDEL,F1,0.816327
MHC_Class_I,0.005,7,4.226666666666667,SNP,Recall,0.701389
MHC_Class_I,0.005,7,4.226666666666667,SNP,Precision,0.9573459999999999
MHC_Class_I,0.005,7,4.226666666666667,SNP,F1,0.809619
MHC_Class_I,0.005,0,4.3116666666666665,INDEL,Recall,0.758621
MHC_Class_I,0.005,0,4.3116666666666665,INDEL,Precision,0.956522
MHC_Class_I,0.005,0,4.3116666666666665,INDEL,F1,0.8461540000000001
MHC_Class_I,0.005,0,4.3116666666666665,SNP,Recall,0.895833
MHC_Class_I,0.005,0,4.3116666666666665,SNP,Precision,0.984733
MHC_Class_I,0.005,0,4.3116666666666665,SNP,F1,0.938182
MHC_Class_II,0.005,0,4.24875,INDEL,Recall,0.545455
MHC_Class_II,0.005,0,4.24875,INDEL,Precision,0.923077
MHC_Class_II,0.005,0,4.24875,INDEL,F1,0.685714
MHC_Class_II,0.005,0,4.24875,SNP,Recall,0.6177819999999999
MHC_Class_II,0.005,0,4.24875,SNP,Precision,0.9439780000000001
MHC_Class_II,0.005,0,4.24875,SNP,F1,0.746814
MHC_Class_III,0.005,0,0.9917391304347827,INDEL,Recall,0.13414600000000002
MHC_Class_III,0.005,0,0.9917391304347827,INDEL,Precision,0.8461540000000001
MHC_Class_III,0.005,0,0.9917391304347827,INDEL,F1,0.231579
MHC_Class_III,0.005,0,0.9917391304347827,SNP,Recall,0.194771
MHC_Class_III,0.005,0,0.9917391304347827,SNP,Precision,0.967532
MHC_Class_III,0.005,0,0.9917391304347827,SNP,F1,0.324266
MHC_Class_I,0.065,3,55.18000000000001,INDEL,Recall,0.896552
MHC_Class_I,0.065,3,55.18000000000001,INDEL,Precision,1.0
MHC_Class_I,0.065,3,55.18000000000001,INDEL,F1,0.9454549999999999
MHC_Class_I,0.065,3,55.18000000000001,SNP,Recall,1.0
MHC_Class_I,0.065,3,55.18000000000001,SNP,Precision,1.0
MHC_Class_I,0.065,3,55.18000000000001,SNP,F1,1.0
MHC_Class_III,0.065,3,14.085797101449275,INDEL,Recall,0.9146340000000001
MHC_Class_III,0.065,3,14.085797101449275,INDEL,Precision,0.95
MHC_Class_III,0.065,3,14.085797101449275,INDEL,F1,0.931982
MHC_Class_III,0.065,3,14.085797101449275,SNP,Recall,0.989542
MHC_Class_III,0.065,3,14.085797101449275,SNP,Precision,0.989542
MHC_Class_III,0.065,3,14.085797101449275,SNP,F1,0.989542
MHC_Class_II,0.065,3,52.59625,INDEL,Recall,0.984848
MHC_Class_II,0.065,3,52.59625,INDEL,Precision,1.0
MHC_Class_II,0.065,3,52.59625,INDEL,F1,0.992366
MHC_Class_II,0.065,3,52.59625,SNP,Recall,0.933089
MHC_Class_II,0.065,3,52.59625,SNP,Precision,1.0
MHC_Class_II,0.065,3,52.59625,SNP,F1,0.9653860000000001
MHC_Class_II,0.065,9,54.089999999999996,INDEL,Recall,1.0
MHC_Class_II,0.065,9,54.089999999999996,INDEL,Precision,1.0
MHC_Class_II,0.065,9,54.089999999999996,INDEL,F1,1.0
MHC_Class_II,0.065,9,54.089999999999996,SNP,Recall,0.9835010000000001
MHC_Class_II,0.065,9,54.089999999999996,SNP,Precision,0.9916969999999999
MHC_Class_II,0.065,9,54.089999999999996,SNP,F1,0.987582
MHC_Class_III,0.065,9,13.43536231884058,INDEL,Recall,0.9512200000000001
MHC_Class_III,0.065,9,13.43536231884058,INDEL,Precision,0.9294120000000001
MHC_Class_III,0.065,9,13.43536231884058,INDEL,F1,0.9401889999999999
MHC_Class_III,0.065,9,13.43536231884058,SNP,Recall,0.994771
MHC_Class_III,0.065,9,13.43536231884058,SNP,Precision,0.996073
MHC_Class_III,0.065,9,13.43536231884058,SNP,F1,0.9954219999999999
MHC_Class_I,0.065,9,53.035000000000004,INDEL,Recall,0.931034
MHC_Class_I,0.065,9,53.035000000000004,INDEL,Precision,1.0
MHC_Class_I,0.065,9,53.035000000000004,INDEL,F1,0.9642860000000001
MHC_Class_I,0.065,9,53.035000000000004,SNP,Recall,1.0
MHC_Class_I,0.065,9,53.035000000000004,SNP,Precision,1.0
MHC_Class_I,0.065,9,53.035000000000004,SNP,F1,1.0
MHC_Class_III,0.065,4,13.194202898550728,INDEL,Recall,0.939024
MHC_Class_III,0.065,4,13.194202898550728,INDEL,Precision,0.9285709999999999
MHC_Class_III,0.065,4,13.194202898550728,INDEL,F1,0.9337690000000001
MHC_Class_III,0.065,4,13.194202898550728,SNP,Recall,0.996078
MHC_Class_III,0.065,4,13.194202898550728,SNP,Precision,0.996078
MHC_Class_III,0.065,4,13.194202898550728,SNP,F1,0.996078
MHC_Class_I,0.065,4,51.92833333333332,INDEL,Recall,0.8620690000000001
MHC_Class_I,0.065,4,51.92833333333332,INDEL,Precision,0.9629629999999999
MHC_Class_I,0.065,4,51.92833333333332,INDEL,F1,0.9097270000000001
MHC_Class_I,0.065,4,51.92833333333332,SNP,Recall,0.9930559999999999
MHC_Class_I,0.065,4,51.92833333333332,SNP,Precision,1.0
MHC_Class_I,0.065,4,51.92833333333332,SNP,F1,0.996516
MHC_Class_II,0.065,4,52.966249999999995,INDEL,Recall,0.984848
MHC_Class_II,0.065,4,52.966249999999995,INDEL,Precision,1.0
MHC_Class_II,0.065,4,52.966249999999995,INDEL,F1,0.992366
MHC_Class_II,0.065,4,52.966249999999995,SNP,Recall,0.9651700000000001
MHC_Class_II,0.065,4,52.966249999999995,SNP,Precision,1.0
MHC_Class_II,0.065,4,52.966249999999995,SNP,F1,0.982276
MHC_Class_I,0.065,0,54.48,INDEL,Recall,0.8620690000000001
MHC_Class_I,0.065,0,54.48,INDEL,Precision,0.9629629999999999
MHC_Class_I,0.065,0,54.48,INDEL,F1,0.9097270000000001
MHC_Class_I,0.065,0,54.48,SNP,Recall,0.9930559999999999
MHC_Class_I,0.065,0,54.48,SNP,Precision,1.0
MHC_Class_I,0.065,0,54.48,SNP,F1,0.996516
MHC_Class_III,0.065,0,13.417826086956518,INDEL,Recall,0.9512200000000001
MHC_Class_III,0.065,0,13.417826086956518,INDEL,Precision,0.951807
MHC_Class_III,0.065,0,13.417826086956518,INDEL,F1,0.9515129999999999
MHC_Class_III,0.065,0,13.417826086956518,SNP,Recall,0.9934639999999999
MHC_Class_III,0.065,0,13.417826086956518,SNP,Precision,0.990874
MHC_Class_III,0.065,0,13.417826086956518,SNP,F1,0.992167
MHC_Class_II,0.065,0,51.113749999999996,INDEL,Recall,0.984848
MHC_Class_II,0.065,0,51.113749999999996,INDEL,Precision,0.984848
MHC_Class_II,0.065,0,51.113749999999996,INDEL,F1,0.984848
MHC_Class_II,0.065,0,51.113749999999996,SNP,Recall,0.982585
MHC_Class_II,0.065,0,51.113749999999996,SNP,Precision,0.9944440000000001
MHC_Class_II,0.065,0,51.113749999999996,SNP,F1,0.9884790000000001
MHC_Class_I,0.065,7,53.64333333333334,INDEL,Recall,0.896552
MHC_Class_I,0.065,7,53.64333333333334,INDEL,Precision,1.0
MHC_Class_I,0.065,7,53.64333333333334,INDEL,F1,0.9454549999999999
MHC_Class_I,0.065,7,53.64333333333334,SNP,Recall,1.0
MHC_Class_I,0.065,7,53.64333333333334,SNP,Precision,1.0
MHC_Class_I,0.065,7,53.64333333333334,SNP,F1,1.0
MHC_Class_II,0.065,7,53.605,INDEL,Recall,0.9696969999999999
MHC_Class_II,0.065,7,53.605,INDEL,Precision,1.0
MHC_Class_II,0.065,7,53.605,INDEL,F1,0.984615
MHC_Class_II,0.065,7,53.605,SNP,Recall,0.942255
MHC_Class_II,0.065,7,53.605,SNP,Precision,0.99903
MHC_Class_II,0.065,7,53.605,SNP,F1,0.9698120000000001
MHC_Class_III,0.065,7,13.275072463768115,INDEL,Recall,0.9146340000000001
MHC_Class_III,0.065,7,13.275072463768115,INDEL,Precision,0.9382719999999999
MHC_Class_III,0.065,7,13.275072463768115,INDEL,F1,0.9263020000000001
MHC_Class_III,0.065,7,13.275072463768115,SNP,Recall,0.9843139999999999
MHC_Class_III,0.065,7,13.275072463768115,SNP,Precision,0.986894
MHC_Class_III,0.065,7,13.275072463768115,SNP,F1,0.9856020000000001
MHC_Class_I,0.065,5,55.06333333333333,INDEL,Recall,0.896552
MHC_Class_I,0.065,5,55.06333333333333,INDEL,Precision,1.0
MHC_Class_I,0.065,5,55.06333333333333,INDEL,F1,0.9454549999999999
MHC_Class_I,0.065,5,55.06333333333333,SNP,Recall,1.0
MHC_Class_I,0.065,5,55.06333333333333,SNP,Precision,1.0
MHC_Class_I,0.065,5,55.06333333333333,SNP,F1,1.0
MHC_Class_III,0.065,5,12.978550724637685,INDEL,Recall,0.9146340000000001
MHC_Class_III,0.065,5,12.978550724637685,INDEL,Precision,0.8941180000000001
MHC_Class_III,0.065,5,12.978550724637685,INDEL,F1,0.9042600000000001
MHC_Class_III,0.065,5,12.978550724637685,SNP,Recall,0.9856209999999999
MHC_Class_III,0.065,5,12.978550724637685,SNP,Precision,0.9882040000000001
MHC_Class_III,0.065,5,12.978550724637685,SNP,F1,0.9869110000000001
MHC_Class_II,0.065,5,52.857499999999995,INDEL,Recall,1.0
MHC_Class_II,0.065,5,52.857499999999995,INDEL,Precision,1.0
MHC_Class_II,0.065,5,52.857499999999995,INDEL,F1,1.0
MHC_Class_II,0.065,5,52.857499999999995,SNP,Recall,0.9945
MHC_Class_II,0.065,5,52.857499999999995,SNP,Precision,0.9981629999999999
MHC_Class_II,0.065,5,52.857499999999995,SNP,F1,0.9963290000000001
