ID	start	stop	transcripts	parent_genes	HG002	HG003	HG004	HG005	HG01106	HG01258	HG01928	HG02055	HG02630	HG03492	HG03579	IHW09021	IHW09049	IHW09071	IHW09117	IHW09118	IHW09122	IHW09125	IHW09175	IHW09198	IHW09200	IHW09224	IHW09245	IHW09251	IHW09359	IHW09364	IHW09409	NA19240	NA20129	NA21309	NA24694	NA24695
ENSE00002165960	28091136	28091484	ENST00000529104	ENSG00000291008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSE00002149573	28092338	28093664	ENST00000529104	ENSG00000291008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0
ENSE00001560174	28092426	28092845	ENST00000406489	ZSCAN12P1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSE00003935963	28107688	28107927	ENST00000685330	ZSCAN16-202	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.97	0.0	0.0	0.0	0.0	1.98	1.0	0.0
ENSE00003927637	28107747	28107927	ENST00000687091	ENSG00000290891	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	3.97	0.0	0.0	0.0	0.0	1.99	1.0	0.0
ENSE00003924289	28115162	28117139	ENST00000687091	ENSG00000290891	2.08	1.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	1.39	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.82	0.15	0.71	2.0	0.0	0.0
ENSE00001548322	28115627	28116551	ENST00000405929	ZNF602P-201	1.55	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.89	2.0	0.0	0.0
ENSE00003856301	28119781	28123211	ENST00000667674	ZSCAN16-AS1-204	0.19	0.83	0.0	0.0	0.99	1.25	0.0	0.28	1.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	2.69	0.0	0.0	0.78	0.97	1.53	0.0	0.0	0.0	0.0	0.0
ENSE00003198704	28121794	28123211	ENST00000600652	ZSCAN16-AS1-201	0.46	2.0	0.0	0.0	0.96	1.19	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.93	0.0	0.0	0.0	0.51	1.0	0.0	0.0	0.0	0.0	0.0
ENSE00003233710	28121797	28123211	ENST00000602810	ZSCAN16-AS1-202	0.46	2.0	0.0	0.0	0.96	1.19	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.93	0.0	0.0	0.0	0.51	1.0	0.0	0.0	0.0	0.0	0.0
ENSE00001473527	28124608	28124677	ENST00000340487	ZSCAN16-201	1.0	2.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSE00001473525	28125412	28125830	ENST00000685330,ENST00000340487	ZSCAN16-202,ZSCAN16-201	0.46	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSE00003001653	28125622	28125819	ENST00000600652	ZSCAN16-AS1-201	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSE00000848515	28126782	28126921	ENST00000685330,ENST00000340487	ZSCAN16-202,ZSCAN16-201	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSE00001364147	28129429	28130082	ENST00000685330,ENST00000340487	ZSCAN16-202,ZSCAN16-201	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	1.0	0.0	0.0
ENSE00003853210	28136023	28136844	ENST00000671586	ZSCAN16-AS1-205	1.39	0.0	0.0	1.0	0.0	0.6	3.0	0.39	0.0	0.0	0.0	0.0	0.06	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0
ENSE00003881268	28136744	28136821	ENST00000660873	ZSCAN16-AS1-203	1.0	0.0	0.0	1.0	0.0	0.0	2.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0
ENSE00003869525	28136744	28136847	ENST00000667674	ZSCAN16-AS1-204	1.0	0.0	0.0	1.0	0.0	0.0	2.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
ENSE00003148252	28136744	28137293	ENST00000600652	ZSCAN16-AS1-201	1.0	0.0	0.0	1.0	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0
ENSE00003282448	28136744	28137313	ENST00000602810	ZSCAN16-AS1-202	1.0	0.0	0.0	1.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0
ENSE00002594342	28136848	28139678	ENST00000565046	ENSG00000261839	0.48	0.0	0.8	0.24	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	1.43	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSE00003843412	28141882	28142029	ENST00000330236	ZKSCAN8-201	1.0	0.0	0.0	0.0	0.0	2.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSE00003697683	28141909	28142029	ENST00000606198	ZKSCAN8-204	1.0	0.0	0.0	0.0	0.0	2.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSE00001040033	28141937	28142029	ENST00000457389	ZKSCAN8-202	1.0	0.0	0.0	0.0	0.0	2.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSE00002320282	28142210	28142263	ENST00000536028	ZKSCAN8-203	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSE00002288501	28144330	28144424	ENST00000457389,ENST00000536028	ZKSCAN8-202,ZKSCAN8-203	1.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
ENSE00000848518	28148315	28148824	ENST00000330236,ENST00000457389	ZKSCAN8-201,ZKSCAN8-202	0.0	0.0	0.0	0.0	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0
ENSE00001762811	28148315	28148838	ENST00000606198,ENST00000536028	ZKSCAN8-204,ZKSCAN8-203	0.0	0.0	0.0	0.0	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79	0.0
ENSE00003680014	28149482	28149624	ENST00000330236,ENST00000457389	ZKSCAN8-201,ZKSCAN8-202	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	1.99	0.0
ENSE00003497870	28149482	28149624	ENST00000606198,ENST00000536028	ZKSCAN8-204,ZKSCAN8-203	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	1.99	0.0
ENSE00003597300	28151844	28151936	ENST00000330236,ENST00000457389	ZKSCAN8-201,ZKSCAN8-202	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
ENSE00003620958	28151844	28151936	ENST00000606198,ENST00000536028	ZKSCAN8-204,ZKSCAN8-203	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
ENSE00003496787	28152260	28152384	ENST00000330236,ENST00000457389	ZKSCAN8-201,ZKSCAN8-202	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
ENSE00003539696	28152260	28152384	ENST00000606198,ENST00000536028	ZKSCAN8-204,ZKSCAN8-203	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
ENSE00001372567	28153055	28159460	ENST00000330236	ZKSCAN8-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.37	0.0
ENSE00003697213	28153055	28154111	ENST00000606198	ZKSCAN8-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
ENSE00001707013	28153055	28154073	ENST00000457389	ZKSCAN8-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
ENSE00002206200	28153055	28153079	ENST00000536028	ZKSCAN8-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
ENSE00003832747	28161768	28161821	ENST00000562227	ZKSCAN8P1-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.96
ENSE00001792517	28161780	28161821	ENST00000440790	ZKSCAN8P1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
ENSE00002594213	28161791	28161821	ENST00000570126	ZKSCAN8P1-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
ENSE00002614225	28162417	28162766	ENST00000570042	ZKSCAN8P1-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
ENSE00001746748	28162579	28162766	ENST00000440790	ZKSCAN8P1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	1.0
ENSE00002622999	28162579	28163511	ENST00000570126	ZKSCAN8P1-204	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	1.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
ENSE00002625407	28162608	28162766	ENST00000562227	ZKSCAN8P1-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	1.0
ENSE00002600722	28162942	28163100	ENST00000562227	ZKSCAN8P1-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
ENSE00001594790	28164748	28164901	ENST00000562227,ENST00000440790,ENST00000570042	ZKSCAN8P1-202,ZKSCAN8P1-201,ZKSCAN8P1-203	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSE00001686551	28166500	28167554	ENST00000562227,ENST00000440790	ZKSCAN8P1-202,ZKSCAN8P1-201	0.0	3.64	0.0	1.0	0.68	2.23	0.0	0.33	0.0	2.28	0.0	0.0	1.0	0.0	0.32	4.06	1.91	0.0	3.0	0.0	1.32	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	2.39	1.0
ENSE00002617480	28166500	28166638	ENST00000570042	ZKSCAN8P1-203	0.0	2.49	0.0	1.0	0.0	1.77	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0
ENSE00003841000	28169401	28169588	ENST00000562227	ZKSCAN8P1-202	0.0	2.55	0.0	0.0	2.0	3.0	0.0	1.55	0.0	2.92	0.0	0.0	0.0	0.0	2.98	1.0	6.99	0.0	1.29	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.57	3.0	2.0
ENSE00001769702	28169401	28169594	ENST00000440790	ZKSCAN8P1-201	0.0	2.53	0.0	0.0	2.0	3.0	0.0	1.53	0.0	2.86	0.0	0.0	0.0	0.0	2.98	1.0	6.99	0.0	1.25	0.0	1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.55	3.0	2.0
ENSE00003757238	28170844	28172521	ENST00000625142	ENSG00000280107	0.0	1.0	0.0	0.0	0.12	0.01	0.0	0.0	0.0	0.0	0.0	0.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.57	0.72	0.0	1.71	0.18
ENSE00001558368	28176187	28176674	ENST00000405613	ZNF603P-201	4.99	0.0	2.0	0.3	1.33	1.0	0.1	2.46	0.0	1.99	0.0	0.0	1.0	4.99	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	3.99	1.0	3.12	0.0	1.0	0.0
ENSE00001562262	28188049	28189432	ENST00000402215	ZKSCAN8P2-201	0.1	0.15	0.47	1.8	1.27	0.05	1.12	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	1.0
ENSE00001843940	28217642	28218634	ENST00000469761	TOB2P1-201	0.25	0.0	0.0	0.0	0.48	1.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	0.0
ENSE00002183708	28224885	28225268	ENST00000531941	ZSCAN9-206	0.0	0.0	0.0	0.0	0.0	2.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.66
ENSE00002158691	28225263	28225330	ENST00000531981	ZSCAN9-208	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.99	3.0	0.0
ENSE00002189816	28225274	28225366	ENST00000425468,ENST00000252207	ZSCAN9-202,ZSCAN9-201	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.99	3.0	0.0
ENSE00002175042	28225291	28225330	ENST00000531979	ZSCAN9-207	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.97	3.0	0.0
ENSE00003839778	28225298	28225366	ENST00000647743	ZSCAN9-209	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.99	3.0	0.0
ENSE00001823618	28225338	28225366	ENST00000527436	ZSCAN9-204	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0
ENSE00002180284	28226920	28227504	ENST00000526391	ZSCAN9-203	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.0	1.63	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
ENSE00002176299	28227011	28227207	ENST00000531941	ZSCAN9-206	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	1.83	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
ENSE00003699286	28227011	28227504	ENST00000531981,ENST00000425468,ENST00000252207,ENST00000531979,ENST00000647743,ENST00000527436,ENST00000527844	ZSCAN9-208,ZSCAN9-202,ZSCAN9-201,ZSCAN9-207,ZSCAN9-209,ZSCAN9-204,ZSCAN9-205	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	1.93	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
