gene_name	gene_id	biotype	start	stop	HG002	HG003	HG004	HG005	HG01106	HG01258	HG01928	HG02055	HG02630	HG03492	HG03579	IHW09021	IHW09049	IHW09071	IHW09117	IHW09118	IHW09122	IHW09125	IHW09175	IHW09198	IHW09200	IHW09224	IHW09245	IHW09251	IHW09359	IHW09364	IHW09409	NA19240	NA20129	NA21309	NA24694	NA24695
OR2B3	ENSG00000204703	protein_coding	29086207	29087313	0.18	0.0	0.0	0.35	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72
OR2J1	ENSG00000204702	protein_coding	29099489	29102701	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.15	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.44	0.5	0.0
OR2J3	ENSG00000204701	protein_coding	29108057	29114770	0.0	0.0	0.0	0.0	0.0	0.29	0.01	0.0	0.09	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.32	0.0
ENSG00000227206	ENSG00000227206	lncRNA	29124209	29128908	0.0	0.0	0.56	0.0	0.0	0.57	0.51	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	1.84	0.0	0.0
ENSG00000290479	ENSG00000290479	lncRNA	29137409	29142934	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	2.65	0.0
OR2N1P	ENSG00000203492	transcribed_unprocessed_pseudogene	29137879	29138816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ENSG00000284656	ENSG00000284656	lncRNA	29162474	29166201	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR2J2	ENSG00000204700	protein_coding	29170906	29175811	0.0	0.0	0.75	0.0	0.05	0.37	0.0	0.36	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.47	0.0
OR2J4P	ENSG00000224233	unprocessed_pseudogene	29181509	29182445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.9	0.0
ENSG00000290478	ENSG00000290478	lncRNA	29212885	29216933	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0
OR2H4P	ENSG00000230598	transcribed_unprocessed_pseudogene	29215235	29216179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC03003	ENSG00000290496	lncRNA	29223972	29292963	0.38	0.15	0.11	0.06	0.0	0.25	0.06	0.16	0.15	0.05	0.0	0.0	0.07	0.0	0.0	0.07	0.25	0.17	0.06	0.0	0.06	0.17	0.0	0.0	0.15	0.0	0.16	0.08	0.5	0.12	0.11	0.11
OR2G1P	ENSG00000213911	unprocessed_pseudogene	29229226	29230157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR2U1P	ENSG00000204697	unprocessed_pseudogene	29262702	29264079	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
OR2U2P	ENSG00000242524	unprocessed_pseudogene	29268461	29269421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC03003	ENSG00000197171	transcribed_unprocessed_pseudogene	29290710	29291653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR14J1	ENSG00000204695	protein_coding	29301700	29313017	0.6	1.29	0.52	0.01	0.0	1.12	0.0	0.0	0.54	0.0	0.09	0.0	0.66	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.29
